Time(year-month-day h:m:s),Wind speed at height of 10 meters (m/s),Wind direction at height of 10 meters (˚),Wind speed at height of 30 meters (m/s),Wind direction at height of 30 meters (˚),Wind speed at height of 50 meters (m/s),Wind direction at height of 50 meters (˚),Wind speed - at the height of wheel hub(m/s),Wind speed - at the height of wheel hub (˚),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2020-01-01 03:15:00,0.15492448222845256,0.7035912698412699,0.0,141.161,0.0,129.0,0.0,124.0,0.28796441653584504,0.9086468646864603,0.19171918602828208,0.24
2020-01-01 03:30:00,0.19001537487564438,0.6628883219954648,0.0,140.74,0.0,128.133,0.0,124.033,0.271847200418629,0.8205940594059342,0.19824099332141842,0.24
2020-01-01 03:45:00,0.15365831599891472,0.6860345804988661,0.0,140.632,0.0,128.2,0.0,124.0,0.2805860805860805,0.8866006600659944,0.19799015457937474,0.23
2020-01-01 04:00:00,0.1612553133761418,0.665796485260771,0.0,140.585,0.0,128.667,0.0,124.0,0.3058608058608059,0.864686468646866,0.18837989527482513,0.24
2020-01-01 04:15:00,0.20168219227638598,0.6107511337868481,0.0,140.722,0.0,129.667,0.47,124.0,0.29890109890109884,0.871287128712865,0.19756686420217595,0.24
2020-01-01 04:30:00,0.12426517138464321,0.5979591836734695,0.0,140.63,0.0,129.5,0.218,124.0,0.3058608058608059,0.9064026402640195,0.18762737904869398,0.23
2020-01-01 04:45:00,0.1712942027674776,0.6260204081632653,0.0,140.517,0.0,129.233,0.0,124.0,0.29497645211930923,0.849240924092399,0.20952873671338546,0.24
2020-01-01 05:00:00,0.18495070995749296,0.6668367346938775,0.0,140.451,0.0,129.1,0.0,124.0,0.2923600209314494,0.8238943894389337,0.22751073903364372,0.23
2020-01-01 05:15:00,0.11449760332820837,0.6837868480725624,0.0,140.644,0.0,129.2,0.0,124.0,0.28644688644688643,0.8756435643564231,0.21998557677233244,0.24
2020-01-01 05:30:00,0.15763769557746224,0.7015873015873016,0.0,140.752,0.0,129.267,0.0,124.0,0.2901622187336472,0.8799999999999955,0.26421158247891385,0.24
2020-01-01 05:45:00,0.13746947634982365,0.7775878684807257,0.0,126.338,0.0,128.642,0.0,124.0,0.271847200418629,0.8833003300329949,0.25952403348697206,0.24
2020-01-01 06:00:00,0.1075336890657502,0.8122448979591836,0.0,55.12,0.618,36.167,0.591,124.0,0.29931972789115646,0.8789438943894368,0.2489888063211363,0.25
2020-01-01 06:15:00,0.1730125712218504,0.7494132653061224,1.029,14.299,0.786,11.9,0.745,25.0,0.29188906331763464,0.8733993399339823,0.28561126265951775,0.26
2020-01-01 06:30:00,0.0898978022971873,0.7494331065759636,0.0,348.96,1.28,0.0,1.605,25.0,0.26488749345892193,0.8436963696369446,0.3066817169911893,0.26
2020-01-01 06:45:00,0.10789545084561816,0.6905697278911564,0.0,348.875,0.69,0.0,1.238,24.967,0.2709576138147567,0.8855445544554357,0.3080299752296741,0.25
2020-01-01 07:00:00,0.12064755358596364,0.7003032879818594,0.0,348.987,0.753,0.0,1.081,25.067,0.25525902668759803,0.8745874587458644,0.30868842692753895,0.27
2020-01-01 07:15:00,0.12245636248530344,0.673092403628118,0.0,348.877,0.033,96.033,1.344,65.0,0.271847200418629,0.9196039603960315,0.3000031354842755,0.25
2020-01-01 07:30:00,0.17599710590576104,0.7148526077097506,0.0,349.048,0.0,96.0,1.142,65.0,0.24306645735217158,0.8514851485148398,0.3168877183080927,0.25
2020-01-01 07:45:00,0.20765126164420727,0.7774007936507936,0.07,347.49,0.0,96.008,0.501,65.0,0.2709576138147567,0.8723432343234236,0.29481390900824633,0.24
2020-01-01 08:00:00,0.16433028850501943,0.7603939909297052,0.0,336.084,0.0,96.067,0.0,64.9,0.2753532182103611,0.9350495049504843,0.26847584109365696,0.24
2020-01-01 08:15:00,0.21027403454824997,0.7478089569160997,0.0,335.616,0.0,95.933,0.0,65.1,0.2735740450026164,0.8954455445544482,0.27858777788229383,0.24
2020-01-01 08:30:00,0.2166048656959392,0.7401360544217687,0.0,335.684,0.0,96.158,0.0,64.867,0.26661433804290946,0.871287128712865,0.2773335841720753,0.25
2020-01-01 08:45:00,0.3057791444333906,0.7394557823129252,1.566,301.591,0.43,167.45,0.0,64.954,0.23793825222396647,0.8822442244224362,0.31906687987959736,0.25
2020-01-01 09:00:00,0.2875101745500588,0.7666298185941043,1.789,300.734,0.3,274.367,0.225,64.825,0.244793301936159,0.9020462046204472,0.3367039789295456,0.24
2020-01-01 09:15:00,0.18440806728769105,0.8174603174603173,0.26,312.965,0.154,274.667,0.282,63.125,0.2832025117739403,0.8899009900989938,0.26438403411406886,0.24
2020-01-01 09:30:00,0.1831419010581532,0.7955413832199546,0.0,312.87,0.0,274.367,0.0,63.196,0.2805860805860805,0.86904290429041,0.26270655002665155,0.24
2020-01-01 09:45:00,0.19688884869313555,0.7414965986394558,0.06,313.169,0.0,274.367,0.0,63.125,0.26049188906331755,0.8766996699669818,0.2797635844856238,0.24
2020-01-01 10:00:00,0.22221217328389253,0.7813690476190476,0.429,312.955,0.0,274.367,0.0,63.267,0.2753532182103611,0.8657425742574105,0.2722384222243126,0.25
2020-01-01 10:15:00,0.2680654788821561,0.8352239229024943,1.937,321.109,1.984,334.533,1.846,6.954,0.2770800627943485,0.8327392739273876,0.26403913084375885,0.25
2020-01-01 10:30:00,0.1981550149226734,0.8250198412698413,1.53,320.958,1.253,334.433,1.116,0.0,0.2735740450026164,0.8613861386138524,0.2331859655723827,0.24
2020-01-01 10:45:00,0.12734014651352082,0.7292885487528344,0.0,321.033,0.0,334.567,0.0,0.0,0.26661433804290946,0.8393399339934007,0.23368764305647005,0.24
2020-01-01 11:00:00,0.09885140634891923,0.7335600907029479,0.0,320.833,0.0,333.867,0.0,0.0,0.30915750915750906,0.9174917491749142,0.20183112281691906,0.26
2020-01-01 11:15:00,0.09704259744957944,0.7305357142857143,0.0,321.255,0.0,334.8,0.0,0.0,0.32810047095761374,0.897689768976889,0.21981312513717743,0.26
2020-01-01 11:30:00,0.09622863344487655,0.7321230158730159,0.09,296.547,0.027,300.567,0.064,0.0,0.3474097331240188,0.8822442244224362,0.14142601824851853,0.25
2020-01-01 11:45:00,0.03364384552771999,0.7311026077097506,0.033,283.032,0.08,288.033,0.034,0.0,0.3810570381998952,0.8888448844884493,0.11696924089925687,0.24
2020-01-01 12:00:00,0.08420005426426698,0.8532114512471655,0.33,311.104,0.48,288.933,1.031,43.7,0.4159602302459444,0.809636963696363,0.09619665757376228,0.24
2020-01-01 12:15:00,0.04865695939224021,0.7818962585034014,0.08,324.073,0.183,312.867,0.242,296.567,0.4416535845107273,0.884488448844877,0.07859091336656943,0.25
2020-01-01 12:30:00,0.024690241475988063,0.0,0.0,335.039,0.0,345.733,0.101,296.2,0.4966509680795394,0.884488448844877,0.050669425892829134,0.25
2020-01-01 12:45:00,0.012028579180609568,0.3263888888888889,0.15,69.313,0.539,50.233,0.625,167.133,0.4961276818419675,0.8667986798679834,0.038033424262377324,0.24
2020-01-01 13:00:00,0.020801302342407523,0.3024092970521542,0.047,79.921,0.213,70.0,0.279,24.633,0.5100994243851386,0.822838283828375,0.024660583827172122,0.26
2020-01-01 13:15:00,0.12363208826987428,0.21494331065759636,1.176,66.121,1.622,72.5,1.785,70.633,0.5038199895342752,0.8337953795379462,0.015128711629511182,0.25
2020-01-01 13:30:00,0.159536944921769,0.1700907029478458,1.313,54.449,1.246,62.533,1.387,58.667,0.5342229199372055,0.9086468646864603,0.010033549681748355,0.26
2020-01-01 13:45:00,0.1771728316903319,0.21058673469387756,1.901,67.686,2.039,73.467,2.207,68.633,0.5571951857666142,0.8448844884488267,0.0,0.25
2020-01-01 14:00:00,0.09885140634891923,0.2695578231292517,0.703,86.849,1.282,95.733,1.35,72.2,0.5905808477237049,0.8910891089108759,0.011366130498855487,0.25
2020-01-01 14:15:00,0.1670435018540291,0.3031547619047619,1.703,95.099,2.109,101.567,2.543,98.533,0.5879644165358451,0.8998019801980064,0.031605681497507254,0.26
2020-01-01 14:30:00,0.15727593379759428,0.28234126984126984,1.466,98.218,1.605,105.833,1.74,103.0,0.5869178440607011,0.8403960396039452,0.04648355438497476,0.26
2020-01-01 14:45:00,0.14578999728678665,0.38905895691609976,1.547,118.551,1.764,125.133,1.892,126.367,0.5798011512297225,0.8162376237623619,0.04171761828614429,0.25
2020-01-01 15:00:00,0.19372343311929094,0.33090419501133783,1.926,107.483,1.756,111.0,1.864,93.367,0.6050235478806907,0.8998019801980064,0.023077164268021144,0.26
2020-01-01 15:15:00,0.15935606403183503,0.20367630385487528,1.425,69.609,1.612,77.067,2.017,77.3,0.5914704343275772,0.8866006600659944,0.02624400338632299,0.25
2020-01-01 15:30:00,0.209821832323415,0.25331632653061226,2.091,84.098,2.063,92.5,2.146,81.833,0.6140240711669283,0.8910891089108759,0.0329382623146145,0.27
2020-01-01 15:45:00,0.15139730487473996,0.21009070294784582,1.462,70.008,2.047,76.067,2.364,74.333,0.597592883307169,0.8535973597359572,0.032358197723638404,0.25
2020-01-01 16:00:00,0.21579090169123633,0.1342205215419501,1.828,52.146,2.179,62.033,2.412,64.433,0.618524332810047,0.8932013201319933,0.0331107139497695,0.27
2020-01-01 16:15:00,0.21452473546169845,0.1300141723356009,2.178,40.232,2.458,51.267,2.612,49.567,0.6105703819989534,0.8954455445544482,0.03010064904524501,0.21
2020-01-01 16:30:00,0.21913719815501492,0.16428571428571428,2.148,54.525,2.287,60.2,2.337,57.7,0.6038199895342752,0.9350495049504843,0.05124949048380517,0.21
2020-01-01 16:45:00,0.23387899068463414,0.1339512471655329,2.391,40.979,2.51,45.567,2.562,43.0,0.6027210884353741,0.9174917491749142,0.050747812999717756,0.26
2020-01-01 17:00:00,0.1917337433300172,0.11466269841269842,1.916,36.197,1.98,44.533,2.147,45.067,0.6057038199895342,0.836039603960387,0.04254852161916406,0.22
2020-01-01 17:15:00,0.1924572668897531,0.13038548752834467,1.958,39.224,1.938,45.3,1.861,36.933,0.5845107273678701,0.864686468646866,0.04046342457592572,0.25
2020-01-01 17:30:00,0.20122999005155107,0.15890873015873017,1.876,49.568,1.848,53.533,2.034,55.2,0.5905808477237049,0.8316831683168289,0.045401812309911305,0.24
2020-01-01 17:45:00,0.16659129962919417,0.19554988662131517,1.419,66.882,1.319,63.567,1.425,61.0,0.573731030873888,0.8733993399339823,0.048741103063368096,0.24
2020-01-01 18:00:00,0.13647463145518673,0.24176020408163268,0.879,76.24,0.57,83.0,0.624,61.0,0.5458922030350601,0.897689768976889,0.05509045872134949,0.25
2020-01-01 18:15:00,0.2049380482951976,0.25317460317460316,2.074,81.192,2.084,87.333,1.95,72.0,0.5427524856096284,0.9042904290429021,0.06186310475652962,0.25
2020-01-01 18:30:00,0.16595821651442524,0.26067743764172335,2.001,82.228,1.942,92.267,1.704,78.0,0.5368393511250653,0.9020462046204472,0.07114413821214688,0.27
2020-01-01 18:45:00,0.2133490096771276,0.2584183673469388,2.632,80.626,2.513,90.8,2.085,76.0,0.5151753008895865,0.8558415841584122,0.08293355908820116,0.25
2020-01-01 19:00:00,0.19706972958306954,0.20854024943310656,2.587,71.749,2.638,78.167,2.573,76.0,0.5039769754055468,0.8205940594059342,0.09171291505973095,0.25
2020-01-01 19:15:00,0.18775436375146964,0.21541950113378686,2.582,71.751,2.458,76.533,2.367,75.033,0.48267922553636833,0.849240924092399,0.1064340137334211,0.25
2020-01-01 19:30:00,0.14796056796599438,0.268140589569161,2.334,83.264,2.227,92.967,2.016,77.833,0.4634746206174777,0.8382838283828278,0.11513498259806232,0.25
2020-01-01 19:45:00,0.2123541647824907,0.30716269841269844,2.683,89.987,2.503,101.167,2.276,93.067,0.4451596023024594,0.8932013201319933,0.1190543379424952,0.25
2020-01-01 20:00:00,0.09423894365560279,0.3123582766439909,1.629,90.256,1.232,102.0,1.075,97.0,0.45824175824175817,0.9306930693069262,0.12324020945034952,0.25
2020-01-01 20:15:00,0.09794700189924933,0.32369614512471656,1.704,90.244,1.187,102.0,0.935,97.0,0.4460491889063318,0.8382838283828278,0.13093782334681592,0.25
2020-01-01 20:30:00,0.0,0.3232057823129252,1.23,76.233,1.07,87.0,0.245,97.0,0.4124542124542123,0.86904290429041,0.13861975982190444,0.24
2020-01-01 20:45:00,0.0,0.3232794784580499,0.99,77.096,1.069,87.233,1.157,97.0,0.4159602302459444,0.7854785478547797,0.15341924560248332,0.24
2020-01-01 21:00:00,0.03282988152301709,0.32312925170068024,1.615,80.171,1.544,87.3,1.679,97.033,0.4072213500784929,0.8624422442244111,0.15542595553883298,0.24
2020-01-01 21:15:00,0.01781676765849688,0.31179138321995464,1.329,77.327,1.632,84.033,1.933,85.133,0.4344845630559916,0.849240924092399,0.14815163201956538,0.24
2020-01-01 21:30:00,0.07090530885411957,0.26674319727891155,1.618,84.922,1.834,91.633,1.835,75.933,0.4246467817896389,0.8316831683168289,0.14255479258771508,0.24
2020-01-01 21:45:00,0.08519489915890385,0.3434041950113379,1.034,104.263,1.563,111.0,2.151,92.0,0.43228676085818935,0.836039603960387,0.13879221145705956,0.24
2020-01-01 22:00:00,0.1897440535407434,0.5199178004535148,1.113,133.596,1.43,118.0,1.734,92.0,0.40784929356357924,0.8426402640264001,0.15316840686043953,0.25
2020-01-01 22:15:00,0.2492538663290223,0.5239427437641724,1.589,141.072,1.652,130.267,1.944,94.067,0.4057038199895342,0.8866006600659944,0.14388737340482238,0.26
2020-01-01 22:30:00,0.2883241385547617,0.5362613378684807,1.875,158.801,1.594,130.833,1.832,99.0,0.41486132914704343,0.8139933993399353,0.13477879158436024,0.26
2020-01-01 22:45:00,0.23623044225377587,0.5645493197278911,1.077,159.456,0.0,131.067,0.942,99.0,0.42229199372056514,0.8337953795379462,0.13244285579907822,0.26
2020-01-01 23:00:00,0.15230170932440987,0.565172902494331,0.193,159.522,0.0,130.867,0.0,99.0,0.4503401360544217,0.8866006600659944,0.13159627504468063,0.26
2020-01-01 23:15:00,0.13204304965180427,0.5792517006802721,1.039,159.502,0.4,130.967,1.666,99.0,0.4384092098377812,0.86904290429041,0.1612893111341046,0.25
2020-01-01 23:30:00,0.10219770281269783,0.5796116780045352,0.03,157.49,0.994,131.0,1.528,99.0,0.43511250654107786,0.8733993399339823,0.18293983005675218,0.27
2020-01-01 23:45:00,0.15646196979289137,0.5284013605442176,0.153,155.154,0.507,131.0,1.322,99.0,0.4170591313448456,0.86904290429041,0.1998244128805694,0.24
2020-01-02 00:00:00,0.142895903047843,0.4886621315192744,0.0,145.555,0.6,131.067,2.088,99.133,0.4486656200941915,0.8954455445544482,0.18803499200451512,0.16
2020-01-02 00:15:00,0.12372252871484128,0.46230158730158727,0.236,145.474,1.387,130.333,2.438,103.0,0.4704343275771847,0.8514851485148398,0.17298466748189256,0.17
2020-01-02 00:30:00,0.05444514787012752,0.49901643990929706,0.0,133.521,0.0,123.0,1.296,102.0,0.41156462585034004,0.8403960396039452,0.20225441319411774,0.26
2020-01-02 00:45:00,0.0,0.4992431972789116,0.0,133.559,0.0,120.767,1.276,102.0,0.41810570381998946,0.8469966996699583,0.2101088013043615,0.29
2020-01-02 01:00:00,0.0,0.572562358276644,0.0,133.458,0.0,121.067,0.504,102.0,0.39764521193092617,0.8799999999999955,0.23110086852914435,0.28
2020-01-02 01:15:00,0.0,0.5726190476190477,0.0,133.563,0.958,83.0,1.12,102.067,0.38707482993197273,0.897689768976889,0.22783996488257618,0.27
2020-01-02 01:30:00,0.0,0.5731859410430838,0.0,133.503,1.054,83.567,1.097,102.0,0.3702773417059131,0.9009900990099027,0.23704261123130466,0.26
2020-01-02 01:45:00,0.0,0.5736961451247166,0.0,133.45,0.0,82.967,1.259,102.0,0.36143380429094707,0.8568976897689708,0.23494183676668856,0.25
2020-01-02 02:00:00,0.0,0.55875,0.0,128.824,1.031,66.0,2.142,75.2,0.36342229199372056,0.8822442244224362,0.24431693475057215,0.26
2020-01-02 02:15:00,0.12299900515510537,0.5303486394557823,0.043,128.524,1.484,100.367,2.438,96.667,0.3768184196755625,0.8932013201319933,0.22951744896999338,0.25
2020-01-02 02:30:00,0.1319526092068373,0.4904393424036281,0.537,128.466,1.429,115.833,2.179,103.0,0.4041862899005756,0.8799999999999955,0.20684789765779332,0.24
2020-01-02 02:45:00,0.1485032106357963,0.539625850340136,0.236,129.933,1.145,130.067,1.616,103.5,0.3918367346938775,0.8502970297029577,0.24607280594487813,0.25
2020-01-02 03:00:00,0.24418920141087094,0.5347704081632653,1.717,159.486,1.973,161.0,2.231,140.0,0.3712715855572998,0.910891089108901,0.2551813877653404,0.28
2020-01-02 03:15:00,0.2789183322781948,0.5357142857142857,2.052,169.469,2.058,171.667,2.442,148.4,0.38278388278388265,0.8822442244224362,0.22851409400181855,0.22
2020-01-02 03:30:00,0.268969883331826,0.5500765306122449,2.332,178.086,2.273,172.9,3.07,146.833,0.3984824699110413,0.8283828382838152,0.24497538644843697,0.26
2020-01-02 03:45:00,0.2735823460251424,0.5732227891156463,2.547,167.397,2.639,157.667,3.055,141.0,0.38540031397174246,0.8205940594059342,0.2705609381368953,0.25
2020-01-02 04:00:00,0.26073980283982995,0.617233560090703,1.185,175.481,0.557,147.5,1.772,135.0,0.3749869178440607,0.9086468646864603,0.275076035493682,0.28
2020-01-02 04:15:00,0.21597178258117028,0.6695209750566893,0.0,178.484,0.0,151.0,0.93,135.133,0.3742019884877027,0.863498349834984,0.29749474806383847,0.26
2020-01-02 04:30:00,0.25468029302704165,0.7027777777777777,0.0,187.22,0.244,78.867,1.441,88.967,0.35949764521193084,0.9207920792079136,0.3038441037218198,0.27
2020-01-02 04:45:00,0.1317717283169033,0.7986026077097506,1.41,332.487,0.507,338.267,1.303,69.383,0.35949764521193084,0.8778877887788639,0.3214028156648794,0.26
2020-01-02 05:00:00,0.1218232793705345,0.768140589569161,0.0,349.0,0.916,34.05,1.014,69.0,0.38979591836734684,0.8073927392739222,0.3386323017590067,0.26
2020-01-02 05:15:00,0.012661662295378493,0.8333333333333334,0.027,347.004,1.184,6.049,1.737,41.067,0.38717948717948714,0.8811881188118775,0.3555168845828238,0.26
2020-01-02 05:30:00,0.09098308763679117,0.8336366213151928,0.034,347.079,0.113,23.263,0.484,41.0,0.40633176347462063,0.8833003300329949,0.36271282099520263,0.29
2020-01-02 05:45:00,0.026499050375327845,0.8439143990929705,0.203,351.428,1.594,34.204,2.386,45.133,0.4019884877027734,0.8436963696369446,0.33361552691813257,0.29
2020-01-02 06:00:00,0.0,0.8456916099773243,0.0,352.972,1.7,59.7,2.517,58.2,0.3722135007849293,0.8756435643564231,0.32875552629103566,0.29
2020-01-02 06:15:00,0.0,0.8480725623582765,0.0,352.968,1.398,73.0,2.471,72.0,0.3385661957090528,0.8514851485148398,0.3387106888658953,0.29
2020-01-02 06:30:00,0.0,0.8457284580498866,0.0,19.541,1.407,97.0,2.532,87.0,0.33050758765044475,0.9207920792079136,0.37215062866459725,0.26
2020-01-02 06:45:00,0.0,0.6422902494331065,0.0,8.031,1.544,92.167,2.542,90.3,0.3350601779173208,0.8667986798679834,0.3441507540839682,0.12
2020-01-02 07:00:00,0.004250700913448494,0.5487528344671202,0.931,59.519,2.178,111.0,2.175,98.833,0.33945578231292506,0.849240924092399,0.3155551374909855,0.16
2020-01-02 07:15:00,0.13240481143167224,0.5479960317460317,1.193,142.566,1.926,130.0,2.544,102.8,0.3429094714809,0.8568976897689708,0.294484683159314,0.2
2020-01-02 07:30:00,0.14352898616261192,0.5345804988662132,1.136,137.15,2.221,105.8,3.088,91.667,0.3385661957090528,0.8855445544554357,0.31470855673658793,0.27
2020-01-02 07:45:00,0.10545355883150943,0.4965419501133787,1.113,110.251,1.708,91.667,2.546,85.1,0.35750915750915746,0.8921452145214488,0.36354372432822246,0.23
2020-01-02 08:00:00,0.12245636248530344,0.38236961451247165,1.23,110.249,2.022,92.933,3.343,90.133,0.3565672422815279,0.8139933993399353,0.36103533690778533,1.14
2020-01-02 08:15:00,0.15402007777878268,0.45240079365079366,1.576,133.765,2.411,112.967,1.701,89.733,0.35949764521193084,0.8700990099009829,0.40099708399962364,0.64
2020-01-02 08:30:00,0.11793434023695397,0.5170068027210885,0.067,131.463,0.58,105.233,1.229,76.0,0.36143380429094707,0.8657425742574105,0.42575173235506214,0.11
2020-01-02 08:45:00,0.017455005878628922,0.5177806122448979,0.0,131.438,0.056,99.033,1.992,75.167,0.35457875457875454,0.8910891089108759,0.43026682971184904,0.17
2020-01-02 09:00:00,0.0,0.5175538548752834,0.0,131.512,0.954,75.033,2.31,75.033,0.3275771847200418,0.8370957095709457,0.4135390211018092,0.31
2020-01-02 09:15:00,0.01049109161617075,0.6642091836734694,0.0,78.214,0.309,41.633,1.253,65.0,0.3490319204604918,0.8679867986798655,0.41137553695168216,0.13
2020-01-02 09:30:00,0.0,0.7857142857142857,0.0,78.284,0.512,71.333,2.492,71.333,0.3385661957090528,0.9053465346534608,0.3938168250086226,0.23
2020-01-02 09:45:00,0.0,0.9606575963718821,0.0,25.049,1.062,59.525,2.417,71.9,0.35850340136054415,0.9042904290429021,0.33043301037845296,0.18
2020-01-02 10:00:00,0.0,0.9600907029478458,0.147,26.799,1.709,90.25,2.322,89.0,0.36342229199372056,0.9207920792079136,0.2867870692628476,0.29
2020-01-02 10:15:00,0.06945826173464774,0.9605442176870748,0.0,27.058,0.336,75.233,1.337,87.733,0.3528519099947671,0.8700990099009829,0.26955758316872047,0.26
2020-01-02 10:30:00,0.13484670344578095,0.8885856009070294,0.0,25.171,0.0,72.158,0.0,87.0,0.36242804814233376,0.9152475247524592,0.263208227510739,0.27
2020-01-02 10:45:00,0.0029845346839106448,0.8924404761904762,0.0,24.045,0.0,71.9,1.406,87.0,0.353636839351125,0.8679867986798655,0.24113441821089265,0.27
2020-01-02 11:00:00,0.03816586777606946,0.88718820861678,0.0,24.066,0.0,72.25,0.084,87.0,0.3565672422815279,0.884488448844877,0.269400808954943,0.26
2020-01-02 11:15:00,0.043049651804286874,0.6843168934240362,0.036,24.158,0.446,72.2,1.968,79.8,0.37885923600209315,0.849240924092399,0.20609538143166217,0.27
2020-01-02 11:30:00,0.019535136112869673,0.07938775510204081,0.0,28.077,0.407,66.133,1.522,75.0,0.41266352694924113,0.8778877887788639,0.1741604740852225,0.26
2020-01-02 11:45:00,0.0,0.07941326530612244,0.0,28.068,0.0,65.0,0.178,75.933,0.41810570381998946,0.897689768976889,0.1483240836547205,0.25
2020-01-02 12:00:00,0.0,0.07948696145124716,0.0,28.066,0.0,65.0,0.0,75.9,0.4390371533228676,0.8667986798679834,0.13068698460477224,0.27
2020-01-02 12:15:00,0.0,0.5195578231292517,0.0,30.071,0.033,128.133,1.986,98.0,0.43992673992673986,0.8932013201319933,0.12742608095820396,2.05
2020-01-02 12:30:00,0.1628832413855476,0.19946145124716555,1.914,73.23,2.782,86.7,3.433,86.433,0.45562532705389847,0.849240924092399,0.12005769291067003,4.48
2020-01-02 12:45:00,0.23505471646920503,0.21600623582766437,2.573,78.144,2.686,84.2,2.4,86.7,0.4943485086342228,0.8888448844884493,0.09288872166306089,2.48
2020-01-02 13:00:00,0.2930270416930451,0.25462868480725626,2.927,84.841,2.45,91.433,2.52,91.767,0.5333333333333332,0.8888448844884493,0.06612736337127267,3.71
2020-01-02 13:15:00,0.3677308492357782,0.2650226757369614,3.737,90.36,2.894,94.367,2.49,89.833,0.535949764521193,0.8535973597359572,0.05877465274511645,4.16
2020-01-02 13:30:00,0.3085827982273673,0.27017290249433107,2.829,95.184,2.588,103.333,2.93,100.333,0.5551020408163265,0.8558415841584122,0.05300536167811121,3.76
2020-01-02 13:45:00,0.29899611106086643,0.29694727891156464,3.053,103.069,2.714,99.3,2.812,99.867,0.5613291470434327,0.8667986798679834,0.044806070297557454,3.28
2020-01-02 14:00:00,0.2736727864701094,0.2934608843537415,2.737,96.935,2.596,97.267,2.831,92.133,0.5530088958660386,0.8118811881188037,0.05300536167811121,2.86
2020-01-02 14:15:00,0.3097585240119381,0.2872448979591837,2.869,95.987,2.733,101.867,3.212,98.667,0.558189429618001,0.8580858085808529,0.05016774840874172,2.8
2020-01-02 14:30:00,0.2994483132857014,0.23270975056689341,3.304,79.414,3.258,84.467,3.279,84.0,0.5741496598639455,0.9020462046204472,0.061361427272442204,2.19
2020-01-02 14:45:00,0.24165686895179525,0.26096938775510203,2.607,85.297,2.684,88.3,3.014,85.9,0.5695970695970696,0.8733993399339823,0.06386981469287928,1.18
2020-01-02 15:00:00,0.25685086370624943,0.2626502267573696,2.694,87.712,2.487,95.167,2.854,93.033,0.5734170591313448,0.8337953795379462,0.06095381431662117,2.29
2020-01-02 15:15:00,0.29013294745410145,0.25990079365079366,2.805,88.095,2.796,90.167,3.195,89.067,0.5979068550497122,0.8426402640264001,0.045809425265732284,2.47
2020-01-02 15:30:00,0.2538663290223388,0.16117630385487527,2.607,47.648,2.43,57.4,2.688,57.267,0.5940868655154369,0.849240924092399,0.030602326529332424,1.84
2020-01-02 15:45:00,0.2981821470561635,0.1871315192743764,3.222,62.344,3.193,65.267,3.284,67.433,0.6088435374149659,0.9086468646864603,0.026165616279434367,3.42
